Time[s], Channel 9
1.174052500000000, 0
1.174656437500000, 1
1.175181062500000, 0
1.175743750000000, 1
1.176309312500000, 0
1.176872500000000, 1
1.177412812500000, 0
1.178046187500000, 1
1.178539250000000, 0
1.179101687500000, 1
1.179668000000000, 0
1.180230750000000, 1
1.180770437500000, 0
1.181403312500000, 1
1.181897625000000, 0
1.182458000000000, 1
1.183024937500000, 0
1.183587312500000, 1
1.185196875000000, 0
1.185814750000000, 1
1.187481937500000, 0
1.188084875000000, 1
1.189734250000000, 0
1.190298500000000, 1
1.191963687500000, 0
1.192526625000000, 1
1.194194500000000, 0
1.194795562500000, 1
1.196446562500000, 0
1.197010625000000, 1
1.198674562500000, 0
1.199238000000000, 1
1.200905750000000, 0
1.201507187500000, 1
1.202032875000000, 0
1.202594062500000, 1
1.203159687500000, 0
1.203722937500000, 1
1.205386500000000, 0
1.205950500000000, 1
1.206515125000000, 0
1.207079062500000, 1
1.207618437500000, 0
1.208251312500000, 1
1.208744875000000, 0
1.209306437500000, 1
1.210973687500000, 0
1.211605687500000, 1
1.212101250000000, 0
1.212662437500000, 1
1.214330312500000, 0
1.214964625000000, 1
1.216583937500000, 0
1.217147437500000, 1
1.217687062500000, 0
1.218321375000000, 1
1.219939062500000, 0
1.220503687500000, 1
1.222168000000000, 0
1.222730562500000, 1
1.224398437500000, 0
1.225032875000000, 1
1.225526125000000, 0
1.226087625000000, 1
1.227754625000000, 0
