Time[s], Channel 9
1.336276625000000, 0
1.336904062500000, 1
1.337382687500000, 0
1.337954062500000, 1
1.338510312500000, 0
1.339128125000000, 1
1.339638500000000, 0
1.340261875000000, 1
1.340741812500000, 0
1.341313750000000, 1
1.341868812500000, 0
1.342488375000000, 1
1.342997812500000, 0
1.343622937500000, 1
1.344102812500000, 0
1.344673187500000, 1
1.345229875000000, 0
1.345849125000000, 1
1.347458437500000, 0
1.348031125000000, 1
1.349711500000000, 0
1.350337250000000, 1
1.351942687500000, 0
1.352562812500000, 1
1.354173437500000, 0
1.354745750000000, 1
1.356427375000000, 0
1.357052375000000, 1
1.358655562500000, 0
1.359277500000000, 1
1.360887312500000, 0
1.361460125000000, 1
1.363142312500000, 0
1.363767687500000, 1
1.364246500000000, 0
1.364817812500000, 1
1.366498875000000, 0
1.367124750000000, 1
1.367603687500000, 0
1.368175250000000, 1
1.369856500000000, 0
1.370482125000000, 1
1.372086062500000, 0
1.372707500000000, 1
1.373215750000000, 0
1.373838875000000, 1
1.374319187500000, 0
1.374890062500000, 1
1.375446687500000, 0
1.376065625000000, 1
1.377676750000000, 0
1.378248187500000, 1
1.378804250000000, 0
1.379421812500000, 1
1.381035187500000, 0
1.381605562500000, 1
1.382161250000000, 0
1.382781250000000, 1
1.383289500000000, 0
1.383912125000000, 1
1.385515625000000, 0
1.386137062500000, 1
1.387748375000000, 0
1.388319812500000, 1
1.390001250000000, 0
