Time[s], Channel 9
1.084496500000000, 0
1.085062937500000, 1
1.085601875000000, 0
1.086265250000000, 1
1.086728875000000, 0
1.087291687500000, 1
1.087858500000000, 0
1.088421812500000, 1
1.088960750000000, 0
1.089597937500000, 1
1.090089250000000, 0
1.090651812500000, 1
1.091217125000000, 0
1.091780750000000, 1
1.092321125000000, 0
1.092955500000000, 1
1.093448562500000, 0
1.094011250000000, 1
1.095679312500000, 0
1.096315125000000, 1
1.097932437500000, 0
1.098497750000000, 1
1.100161812500000, 0
1.100725750000000, 1
1.102393500000000, 0
1.102997062500000, 1
1.104648812500000, 0
1.105213312500000, 1
1.106878812500000, 0
1.107441187500000, 1
1.109109187500000, 0
1.109712687500000, 1
1.111364125000000, 0
1.111928250000000, 1
1.112467812500000, 0
1.113101375000000, 1
1.113595937500000, 0
1.114158125000000, 1
1.114724687500000, 0
1.115287500000000, 1
1.116952375000000, 0
1.117516312500000, 1
1.118082687500000, 0
1.118645812500000, 1
1.119185125000000, 0
1.119820000000000, 1
1.121439187500000, 0
1.122003937500000, 1
1.122543812500000, 0
1.123146062500000, 1
1.124797875000000, 0
1.125361937500000, 1
1.127028125000000, 0
1.127590187500000, 1
1.129258500000000, 0
1.129892562500000, 1
1.130387000000000, 0
1.130949625000000, 1
1.132616125000000, 0
1.133252812500000, 1
1.134872500000000, 0
1.135435312500000, 1
1.135976875000000, 0
1.136612125000000, 1
1.138230625000000, 0
