Time[s], Channel 9
0.947697875000000, 0
0.948264562500000, 1
0.948802812500000, 0
0.949439000000000, 1
0.949929250000000, 0
0.950491875000000, 1
0.951057437500000, 0
0.951621250000000, 1
0.952159937500000, 0
0.952796562500000, 1
0.953287625000000, 0
0.953849500000000, 1
0.954415125000000, 0
0.954979000000000, 1
0.955517500000000, 0
0.956154625000000, 1
0.956645375000000, 0
0.957206687500000, 1
0.958874250000000, 0
0.959516375000000, 1
0.961127125000000, 0
0.961691875000000, 1
0.963354187500000, 0
0.963918937500000, 1
0.965584937500000, 0
0.966223562500000, 1
0.967838750000000, 0
0.968403187500000, 1
0.970067250000000, 0
0.970630937500000, 1
0.972297500000000, 0
0.972935125000000, 1
0.974550437500000, 0
0.975115437500000, 1
0.975652937500000, 0
0.976291687500000, 1
0.976781500000000, 0
0.977344187500000, 1
0.977908875000000, 0
0.978472625000000, 1
0.979011562500000, 0
0.979649000000000, 1
0.981265562500000, 0
0.981829562500000, 1
0.982369187500000, 0
0.983005062500000, 1
0.984621687500000, 0
0.985185562500000, 1
0.985724812500000, 0
0.986362187500000, 1
0.987977812500000, 0
0.988542687500000, 1
0.990207562500000, 0
0.990770187500000, 1
0.992437437500000, 0
0.993100812500000, 1
0.994690437500000, 0
0.995254437500000, 1
0.995793812500000, 0
0.996458562500000, 1
0.998046937500000, 0
0.998610937500000, 1
0.999150500000000, 0
0.999816500000000, 1
1.001403187500000, 0
